5a392cc461414b0001fc7c47,Have_you_ever_wondered_why_there_is_a_dam_(el_dique)_in_Tandil?
5a39357361414b0001f14ae7,Plaza_del_Tanque
5a392cc461414b0001fc7c49,Have_you_ever_wondered_why_there_is_a_dam_(el_dique)_in_Tandil?
5a39370361414b0001f14aeb,A_tribute_from_Tandil_to_one_of_the_best_musicians_in_Argentina
5a39393061414b0001f14af5,Meet_the_founder_of_Tandil
5a39535361414b0001f14af7,Take_a_bite_of_Tandil_history
5a39382161414b0001f14aef,Remebering_a_good_book
5a392cc561414b0001fc7c4d,Have_you_ever_wondered_why_there_is_a_dam_(el_dique)_in_Tandil?
5a392cc361414b0001fc7c43,Have_you_ever_wondered_why_there_is_a_dam_(el_dique)_in_Tandil?
5a39562861414b0001f14aff,The_man_who_promoted_the_trade_of_goods_in_Tandil_in_the_19th_century
5a392cc361414b0001fc7c45,Argentina's_Independence_Day
5a392cc561414b0001fc7c4b,Have_you_ever_wondered_why_there_is_a_dam_(el_dique)_in_Tandil?
5a3924db61414b0001fc7c3d,Tandil_a_city_of_very_good_food
5a39579461414b0001f14b01,The_underground_secrets_of_Tandil's_lutheran_church
5a3954b561414b0001f14af9,_Old_Building
5a39385261414b0001f14af3,Are_you_going_up_or_down?
5a39384861414b0001f14af1,Alien_influence_at_the_heart_of_Tandil
5a392f0261414b0001fc7c51,Stairway_to_heaven
5a39291761414b0001fc7c3f,Who_is_the_hero_that_watches_the_city?
5a390c1b61414b0001fc7c3b,A_landmark_victim_to_tourism?
5a39562061414b0001f14afd,Bingo_!
5a39369a61414b0001f14ae9,What_does_Ezeiza_stands_for?
5a39560f61414b0001f14afb,Historical_museum_Fuerte_Independencia
5a39377461414b0001f14aed,From_gambling_to_charity.
5a39350c61414b0001f14ae3,Freedom_and_symbolism
5a392a9661414b0001fc7c41,The_fading_gateway_to_Tandil?
5a392f0161414b0001fc7c4f,Stairway_to_heaven
5a39351b61414b0001f14ae5,Beware_the_past_stalks_us.
5a395f3461414b0001f14b07,Tandil_tour
5a39658d61414b0001f14b15,Figlio_ice_cream_and_Monarca_supermarkets
5a3968c961414b0001f14b1d,The_castle_of_the_ice_princess
5a39997761414b0001f14b2d,Spot_the_intruder
5a395abf61414b0001f14b03,Do_you_know_the_University?
5a395eb561414b0001f14b05,Antique_machinery
5a39659461414b0001f14b17,Old_tree_at_independence_park
5a39735c61414b0001f14b23,Metal
5a39611d61414b0001f14b0d,Square_25th_May
5a3966f061414b0001f14b1b,Stairs_of_the_old_and_antique_Fort
5a39628261414b0001f14b11,Tall_buildings_with_a_small_footprint
5a39747961414b0001f14b25,mysterious_oriental_house
5a39790961414b0001f14b29,Sun_clock_
5a39926361414b0001f14b2b,Peace_love_and_property_speculation
5a3966a561414b0001f14b19,Jose_de_San_Martin.
5a395fbf61414b0001f14b0b,The_best_ice_cream
5a396b4161414b0001f14b1f,Th̢̩tre_on_the_hilltop
5a39622461414b0001f14b0f,Kid
5a39706261414b0001f14b21,A_chair_built_for_giants.._
5a39639d61414b0001f14b13,An_old_and_beautyful_house
5a3975f161414b0001f14b27,Amazing_women
5a395fac61414b0001f14b09,Parisian_reproduction_of_lost_Greek_history
