7a1e8970d8b9c101,Do_you_know_the_University?,1513708771616,1.0
7a1e8970d8b9c101,Do_you_know_the_University?,1513708827822,1.0
7a1e8970d8b9c101,Tandil_tour,1513716060323,1.0
9532326214adc358,_Old_Building,1513708005484,0.6
9532326214adc358,Do_you_know_the_University?,1513708293816,0.6
9532326214adc358,Freedom_and_symbolism,1513708408963,0.8
9532326214adc358,Alien_influence_at_the_heart_of_Tandil,1513708641405,0.6
9532326214adc358,Argentina's_Independence_Day,1513709396966,0.6
9532326214adc358,Who_is_the_hero_that_watches_the_city?,1513711108890,0.6
ae200714b9e37173,_Old_Building,1513707999162,0.8
ae200714b9e37173,Freedom_and_symbolism,1513708911050,1.0
ae200714b9e37173,Freedom_and_symbolism,1513708999011,1.0
ae200714b9e37173,Alien_influence_at_the_heart_of_Tandil,1513709573980,1.0
ae200714b9e37173,Plaza_del_Tanque,1513710497323,0.8
ae200714b9e37173,Historical_museum_Fuerte_Independencia,1513711124757,0.6
b23223591eb8d9a2,Freedom_and_symbolism,1513708931728,0.8
b23223591eb8d9a2,Alien_influence_at_the_heart_of_Tandil,1513709548281,0.6
b23223591eb8d9a2,Alien_influence_at_the_heart_of_Tandil,1513709726519,0.8
b23223591eb8d9a2,Alien_influence_at_the_heart_of_Tandil,1513709727790,0.8
b23223591eb8d9a2,Plaza_del_Tanque,1513710544810,0.8
b23223591eb8d9a2,Historical_museum_Fuerte_Independencia,1513711110006,0.6
c174444f99dea046,_Old_Building,1513708063835,1.0
c174444f99dea046,_Old_Building,1513708065738,1.0
c174444f99dea046,Freedom_and_symbolism,1513708729277,0.2
c174444f99dea046,Freedom_and_symbolism,1513708971014,1.0
c174444f99dea046,The_man_who_promoted_the_trade_of_goods_in_Tandil_in_the_19th_century,1513710148590,1.0
c174444f99dea046,Meet_the_founder_of_Tandil,1513711055385,1.0
dc5bf415341bf912,_Old_Building,1513708082775,0.8
dc5bf415341bf912,The_man_who_promoted_the_trade_of_goods_in_Tandil_in_the_19th_century,1513710000649,0.6
dc5bf415341bf912,Meet_the_founder_of_Tandil,1513711128924,1.0
f816c4543b753fcf,_Old_Building,1513708045061,0.6
f816c4543b753fcf,_Old_Building,1513708217802,1.0
f816c4543b753fcf,_Old_Building,1513708218733,1.0
f816c4543b753fcf,Take_a_bite_of_Tandil_history,1513708453250,1.0
f816c4543b753fcf,Historical_museum_Fuerte_Independencia,1513710400117,0.8
f816c4543b753fcf,Argentina's_Independence_Day,1513711276862,0.8
f816c4543b753fcf,Argentina's_Independence_Day,1513711279216,0.8
