1513688158667,02fbaa72f501a9df,-59.1388616,-37.3288064
1513688180226,02fbaa72f501a9df,-59.1387277,-37.328727
1513688186529,02fbaa72f501a9df,-59.1387277,-37.3287303
1513688197837,02fbaa72f501a9df,-59.1388616,-37.3288064
1513688207872,02fbaa72f501a9df,-59.1387227,-37.3287652
1513688277228,02fbaa72f501a9df,-59.1373655,-37.3289002
1513688282234,02fbaa72f501a9df,-59.1373655,-37.3289002
1513688287244,02fbaa72f501a9df,-59.141313,-37.3285235
1513688292258,02fbaa72f501a9df,-59.1373655,-37.3289002
1513688298626,02fbaa72f501a9df,-59.1386765,-37.3287833
1513688308501,02fbaa72f501a9df,-59.1388847,-37.3289467
1513688319719,02fbaa72f501a9df,-59.1386819,-37.3287423
1513688329707,02fbaa72f501a9df,-59.1387311,-37.3287302
1513688340972,02fbaa72f501a9df,-59.1387374,-37.3287371
1513688349916,02fbaa72f501a9df,-59.1387374,-37.3287371
1513688354922,02fbaa72f501a9df,-59.1373655,-37.3289002
1513688361011,02fbaa72f501a9df,-59.1387277,-37.328727
1513688371080,02fbaa72f501a9df,-59.1387277,-37.328727
1513688380121,02fbaa72f501a9df,-59.1387277,-37.328727
1513688385019,02fbaa72f501a9df,-59.1380832,-37.3275929
1513688391108,02fbaa72f501a9df,-59.1387277,-37.328727
1513688401172,02fbaa72f501a9df,-59.138809,-37.3286541
1513688413809,02fbaa72f501a9df,-59.1387144,-37.3287161
1513688953184,02fbaa72f501a9df,-59.1373655,-37.3289002
1513688958839,02fbaa72f501a9df,-59.1387277,-37.328727
1513688961633,02fbaa72f501a9df,-59.1387577,-37.3287448
1513688969354,02fbaa72f501a9df,-59.1387347,-37.3287312
1513688979457,02fbaa72f501a9df,-59.1387323,-37.3287458
1513689034745,02fbaa72f501a9df,-59.1387277,-37.328727
1513689043369,02fbaa72f501a9df,-59.1387376,-37.3287182
1513689052095,02fbaa72f501a9df,-59.1380832,-37.3275929
1513689057102,02fbaa72f501a9df,-59.1373655,-37.3289002
1513689062863,02fbaa72f501a9df,-59.1387263,-37.3287313
1513689073145,02fbaa72f501a9df,-59.138727,-37.3287291
1513689083160,02fbaa72f501a9df,-59.1387366,-37.3287287
1513689093180,02fbaa72f501a9df,-59.138731,-37.3287276
1513689102522,02fbaa72f501a9df,-59.1373655,-37.3289002
1513689107535,02fbaa72f501a9df,-59.1373655,-37.3289002
1513689112551,02fbaa72f501a9df,-59.1373655,-37.3289002
1513689117554,02fbaa72f501a9df,-59.1373655,-37.3289002
1513689122569,02fbaa72f501a9df,-59.1373655,-37.3289002
1513689127582,02fbaa72f501a9df,-59.1373655,-37.3289002
1513689133523,02fbaa72f501a9df,-59.1387277,-37.328727
1513689134656,02fbaa72f501a9df,-59.1387609,-37.3287333
1513689142730,02fbaa72f501a9df,-59.1373655,-37.3289002
1513689148559,02fbaa72f501a9df,-59.1388847,-37.3289467
1513689158830,02fbaa72f501a9df,-59.1388616,-37.3288064
1513687685500,19e5567879845cfa,-59.13876,-37.3287385
1513687756006,19e5567879845cfa,-59.1387553,-37.3287063
1513687761299,19e5567879845cfa,-59.1387675,-37.3287045
1513690196390,19e5567879845cfa,-59.1387669,-37.3285535
1513690201715,19e5567879845cfa,-59.1387917,-37.3286769
1513690206696,19e5567879845cfa,-59.1387683,-37.3286945
1513692357848,19e5567879845cfa,-59.1387566,-37.3287341
1513692363086,19e5567879845cfa,-59.138809,-37.3286541
1513692367789,19e5567879845cfa,-59.1387277,-37.328727
1513692372786,19e5567879845cfa,-59.1387218,-37.3287579
1513692378153,19e5567879845cfa,-59.1387203,-37.3287706
1513692383191,19e5567879845cfa,-59.1386561,-37.3287371
1513692388220,19e5567879845cfa,-59.1386742,-37.328731
1513692584788,19e5567879845cfa,-59.1387363,-37.3287277
1513692590068,19e5567879845cfa,-59.1386989,-37.3287343
1513692594752,19e5567879845cfa,-59.1387043,-37.3287272
1513692600138,19e5567879845cfa,-59.1387162,-37.3287231
1513692605136,19e5567879845cfa,-59.1387663,-37.3286748
1513692610123,19e5567879845cfa,-59.1387449,-37.3286826
1513692615178,19e5567879845cfa,-59.1387229,-37.3286457
1513692687514,19e5567879845cfa,-59.138735,-37.3287278
1513692692852,19e5567879845cfa,-59.138721,-37.3287296
1513692702517,19e5567879845cfa,-59.1387232,-37.3287287
1513693258866,19e5567879845cfa,-59.138642,-37.3287235
1513693261017,19e5567879845cfa,-59.1386752,-37.3287235
1513693265964,19e5567879845cfa,-59.1387022,-37.3287105
1513693275805,19e5567879845cfa,-59.1387043,-37.3286595
1513693281085,19e5567879845cfa,-59.1387438,-37.3286907
1513693286079,19e5567879845cfa,-59.1387841,-37.3286741
1513693291103,19e5567879845cfa,-59.1387638,-37.3286942
1513693295798,19e5567879845cfa,-59.1387581,-37.328699
1513693300821,19e5567879845cfa,-59.1387226,-37.3287286
1513693306229,19e5567879845cfa,-59.1387074,-37.3287356
1513693311296,19e5567879845cfa,-59.1387024,-37.3287311
1513693346221,19e5567879845cfa,-59.1387986,-37.3286843
1513693360358,19e5567879845cfa,-59.1387374,-37.3287258
1513693365274,19e5567879845cfa,-59.1387448,-37.3287467
1513693370284,19e5567879845cfa,-59.1387371,-37.3287338
